"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Ultomiris","Ravulizumab","NMOSD","Alexion Pharma Nordics","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Early / horizon scanning only","Nye Metoder suitability assessment / ongoing mapping","Under evaluation","Ongoing/Pending","Not Applicable","N/A",2022,"ID2022_143 active; request 19/08/2025","Active comparator drug(s)","Under review; rituximab/tocilizumab are Norwegian off-label practice","Not specified / unclear","Comparator/positioning issue","Not available","No introduced NMOSD branded comparators; long-term value and sequencing","AQP4+ adults","DMP states satralizumab, eculizumab, inebilizumab and ravulizumab have MT but are not introduced","Pipeline/watch row","Primary xlsx database",31,FALSE,TRUE,,,,"Monoclonal antibody",0,,2022-07-01,2019-07-02,2.99794661190965,"ok"
"Koselugo","Selumetinib","NF1 plexiform neurofibromas","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Small molecule (kinase inhibitor)","Oncology (genetic tumour syndrome)",,"Sweden","Full / standard HTA","TLV reimbursement assessment","Not reimbursed / rejected","Negative","Not Applicable","Price/Cost-effectiveness",2024,"2024-07-11 00:00:00","Best supportive care / no active treatment","Best supportive care","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Company base case: 1,756,579 SEK/QALY","Single-arm SPRINT evidence; indirect Natural History comparison; uncertain long-term benefit","Applied subgroup: children 3–18 with very high severity NF1 PN","TLV rejected inclusion in pharmaceutical benefits; no tripartite agreement","Cost-effectiveness rejection despite high severity","Primary xlsx database",32,FALSE,TRUE,1756579,1756579,"exact (company base case, TLV rejected 11 Jul 2024)","Small molecule",1,,2024-07-11,2021-06-17,3.06639288158795,"ok"
"Koselugo","Selumetinib","NF1 plexiform neurofibromas","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Small molecule (kinase inhibitor)","Oncology (genetic tumour syndrome)",,"Denmark","No formal assessment / not assessed","No Medicinrådet HTA identified; Amgros institutional framework","No Medicinrådet HTA identified; Amgros institutional framework","Not Evaluated","Not Applicable","Administrative/Procedural",,"No Medicinrådet HTA identified; Amgros institutional framework","Not applicable / Not assessed","No Medicinrådet HTA identified; Amgros institutional framework","Not specified / unclear","Not specified","No Medicinrådet HTA identified; Amgros institutional framework","No Medicinrådet HTA identified; Amgros institutional framework","No Medicinrådet HTA identified; Amgros institutional framework","No Medicinrådet HTA identified; Amgros institutional framework","No Medicinrådet HTA identified; Amgros institutional framework","Primary xlsx database",32,FALSE,FALSE,,,,"Small molecule",1,,,2021-06-17,,"missing"
"Koselugo","Selumetinib","NF1 plexiform neurofibromas","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Small molecule (kinase inhibitor)","Oncology (genetic tumour syndrome)",,"Norway","Other / unclassified process","Nye Metoder / DMP + Sykehusinnkjøp","Introduced / recommended with restrictions","Restricted Positive","Restricted","N/A",2026,"2026-01-19 00:00:00","Best supportive care / no active treatment","Best supportive care","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Not public / confidential","Single-arm SPRINT; uncertain long-term outcomes","Pediatric NF1 PN ≥3 years; severe symptoms; specialist initiation; strict criteria","Rejected in 2023 and 2024, approved after new price/alternative agreement","Managed-entry success","Primary xlsx database",32,TRUE,TRUE,,,,"Small molecule",1,,2026-01-19,2021-06-17,4.59137577002053,"ok"
"Fintepla","Fenfluramine","Dravet syndrome","Zogenix","Zogenix (UCB)","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","Clinical guidance / regional specialist use; no Dravet reimbursement","Restricted / not reimbursed for Dravet","Negative","Not Applicable","Clinical evidence uncertainty",2025,"04/07/2025 guideline","Other / mixed comparator","Valproate + stiripentol + clobazam background therapy","Not specified / unclear","Price / cost-effectiveness","No public Dravet ICER","Long-term cardiac safety; regional budget impact; lack of Dravet reimbursement","Use only after insufficient effect of valproate + stiripentol + clobazam; university hospital paediatric neurology dialogue; seizure diary; labs; echocardiography","Fintepla reimbursed for LGS, not Dravet","Code as: restricted regional clinic funding / no national reimbursement","Primary xlsx database",33,FALSE,TRUE,,,"no public Dravet ICER","Small molecule",1,,2025-07-01,2020-12-18,4.53388090349076,"ok"
"Fintepla","Fenfluramine","Dravet syndrome","Zogenix","Zogenix (UCB)","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Recommended","Positive","Broad","N/A",2022,"2022-03-24 00:00:00","Best supportive care / no active treatment","Stiripentol for stiripentol-naïve patients; placebo add-on where stiripentol already included","Not specified / unclear","Price / cost-effectiveness","AIP analysis: ~2.2m DKK incremental cost/patient; 5-year budget impact ~6.8m DKK; confidential net values redacted","Mortality assumptions, treatment duration, lifelong cost, dose assumptions","Add-on therapy to standard treatment; specialist hospital use","Markov model, 28-day cycles; states: on treatment, stopped treatment, death","Strong Danish positive access case; good for “MEA/procurement success” pivot","Primary xlsx database",33,TRUE,TRUE,,,,"Small molecule",1,,2022-03-24,2020-12-18,1.2621492128679,"ok"
"Fintepla","Fenfluramine","Dravet syndrome","Zogenix","Zogenix (UCB)","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Nye Metoder / DMP + Sykehusinnkjøp + Beslutningsforum","Not introduced initially; later should be coded according to latest official decision you have","Ongoing/Pending","Not Applicable","N/A",2024,"12/02/2024 negative; check final positive date if confirmed","Other / mixed comparator","Cannabidiol / Epidyolex","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty + Price / cost-effectiveness","ICER not public; price note confidential","Price too high vs documented clinical benefit; uncertainty vs cannabidiol","Add-on therapy ≥2 years; specialist initiation","Beslutningsforum wanted use but rejected due to price; asked Sykehusinnkjøp to renegotiat","Code as “price-driven rejection / renegotiation”; update to “recommended” only if final approval document is confirmed","Primary xlsx database",33,FALSE,TRUE,,,,"Small molecule",1,,2024-07-01,2020-12-18,3.53456536618754,"ok"
"Diacomit","Stiripentol","Dravet syndrome","Biocodex","Biocodex","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","TLV outpatient reimbursement, older orphan drug","Reimbursed","Positive","Broad","N/A",2016,"Historical; follow-up condition removed 2016","Best supportive care / no active treatment","Placebo add-on to clobazam + valproate","Not specified / unclear","Clinical evidence uncertainty","No modern ICER","Older evidence base; limited modern HTA uncertainty","Adjunct to clobazam + valproate","Established standard therapy","Code as “grandfathered / established reimbursed SoC”","Primary xlsx database",34,TRUE,TRUE,,,"no modern ICER","Small molecule",1,,2016-07-01,2007-01-03,9.492128678987,"ok"
"Diacomit","Stiripentol","Dravet syndrome","Biocodex","Biocodex","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Historical access; used as standard comparator/background therapy","Reimbursed / established SoC","Positive","Broad","N/A",,"Historical / pre-modern Medicinrådet","Best supportive care / no active treatment","Placebo add-on to clobazam + valproate","Not specified / unclear","Comparator/positioning issue","No modern ICER","Not reassessed under modern HTA","Used as part of standard therapy","Medicinrådet uses stiripentol as key comparator/background in Fintepla assessment","Code as “established comparator / pre-modern reimbursement”","Primary xlsx database",34,TRUE,TRUE,,,,"Small molecule",1,,,2007-01-03,,"missing"
"Diacomit","Stiripentol","Dravet syndrome","Biocodex","Biocodex","Small molecule","Neurology (epilepsy)","Ultra-severe (immediately life-threatening)","Norway","Other / unclassified process","Historical access; not ordered for separate Nye Metoder assessment","Established / available, but not separately assessed","Positive","Broad","N/A",,"Historical","Other / mixed comparator","Valproate + clobazam","Not specified / unclear","Not specified","No ICER","No modern HTA","Add-on after valproate + clobazam insufficient","Norwegian method alert states stiripentol may be considered after valproate + clobazam failure","Code as “standard care / not separately HTA-assessed”","Primary xlsx database",34,TRUE,TRUE,,,,"Small molecule",1,,,2007-01-03,,"missing"
"Takhzyro","Lanadelumab","Hereditary angioedema","Takeda Pharma AB","Takeda","Monoclonal antibody","Immunology",,"Sweden","Full / standard HTA","TLV outpatient reimbursement assessment","Approved with restriction / limited subsidy","Restricted Positive","Restricted","N/A",2022,"01/01/2022; expanded 14/06/2024","Other / mixed comparator","Acute on-demand treatment only","Not specified / unclear","Price / cost-effectiveness","Exact ICER not public; TLV judged cost reasonable only in restricted high-attack subgroup","Dose-spacing in practice; long-term budget impact; high cost","Severe HAE; ≥4 HAE attacks/month; age restriction removed after pediatric expansion","TLV accepted Takhzyro for patients with severe disease and high acute-treatment use; 2024 decision expanded to patients from 2 years","Strong restricted-access case; good pivot code: positive with restriction + severity threshold","Primary xlsx database",35,TRUE,TRUE,,,"not public - judged reasonable only in restricted subgroup","Monoclonal antibody",1,,2022-07-01,2018-11-22,3.60574948665298,"ok"
"Takhzyro","Lanadelumab","Hereditary angioedema","Takeda Pharma AB","Takeda","Monoclonal antibody","Immunology",,"Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Recommended with restriction","Restricted Positive","Restricted","N/A",2019,"Missing information / first recommendation reported around 2019","Active comparator drug(s)","On-demand acute treatment / existing prophylaxis context","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","ot public / confidential Amgros pricing","Comparative value vs existing prophylaxis; confidential net price","Specialist use for severe HAE; exact Danish criteria need official source confirmation","Public upload set does not include Danish primary document; use as provisional until official Medicinrådet/Amgros source is stored","Code as positive restricted, but mark “official source pending”","Primary xlsx database",35,TRUE,TRUE,,,,"Monoclonal antibody",1,,2019-07-01,2018-11-22,0.605065023956194,"ok"
"Takhzyro","Lanadelumab","Hereditary angioedema","Takeda Pharma AB","Takeda","Monoclonal antibody","Immunology",,"Norway","Managed introduction / price negotiation","Nye Metoder / DMP reassessment + Sykehusinnkjøp price negotiation","Introduced with conditions","Restricted Positive","Restricted","N/A",2024,"23/09/2024; pediatric price note 2026","Active comparator drug(s)","Orladeyo became the relevant current comparator in Norway","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","ICER/cost-effectiveness not public; confidential prices used","Indirect comparison vs Orladeyo; long-term efficacy; dose-spacing; utility mapping","≥12 years initially; ≥1 severe attack/week at start; evaluate after 3 months and stop if attacks not reduced by 50%; children 2–11 assessed separately","DMP states Orladeyo is current standard comparator; pediatric expansion handled through price note","Strong managed-entry success; important for pivot: positive after reassessment + active comparator + stop rule","Primary xlsx database",35,TRUE,TRUE,,,,"Monoclonal antibody",1,,2023-09-21,2018-11-22,4.82956878850103,"ok"
"Orkambi","Lumacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Sweden","Full / standard HTA","TLV outpatient benefit assessment","Reimbursed / restricted","Restricted Positive","Restricted","N/A",2018,"2018-07-01 00:00:00","Best supportive care / no active treatment","BSC","Not specified / unclear","Price / cost-effectiveness","missing","Modest clinical benefit, long-term survival extrapolation","F508del homozygous; specialist CF care","Included in high-cost protection; later part of CFTR portfolio context",,"Primary xlsx database",36,TRUE,TRUE,,,"missing","Small molecule",1,,2018-07-01,2015-11-19,2.61464750171116,"ok"
"Orkambi","Lumacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Denmark","Other / unclassified process","Amgros portfolio agreement; limited public HTA detail","Reimbursed through portfolio access","Positive","Broad","N/A",2018,"2018-10-01 00:00:00","Best supportive care / no active treatment","BSC / portfolio context","Not specified / unclear","Not specified","not public","Missing information on standalone HTA","F508del homozygous",,"Fixed annual portfolio agreement across Vertex CFTR modulators","Primary xlsx database",36,TRUE,TRUE,,,,"Small molecule",1,,2018-10-01,2015-11-19,2.86652977412731,"ok"
"Orkambi","Lumacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Norway","Managed introduction / price negotiation","Nye Metoder + Sykehusinnkjøp price note","Introduced after agreement","Positive","Broad","N/A",2022,"25/04/2022; extension >1 year assessed 27/05/2024","Best supportive care / no active treatment","BSC","Not specified / unclear","Price / cost-effectiveness","Not calculated for 2024 extension","No new CE model for 1-year extension; low expected budget impact","F508del homozygous; age ≥1 after extension",,"Alternative price agreement linked to original CFTR modulator introduction","Primary xlsx database",36,TRUE,TRUE,,,,"Small molecule",1,,2022-07-01,2015-11-19,6.61464750171116,"ok"
"Kaftrio","Elexacaftor/Tezacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Sweden","Managed introduction / price negotiation","TLV benefit assessment + NT-rådet managed introduction","Initially rejected, later reimbursed","Positive","Broad","N/A",2021,"Rejected 25/03/2021 and 27/01/2022; approved 18/11/2022, from 01/12/2022","Best supportive care / no active treatment","Orkambi for F/F; BSC for heterozygous groups","Not specified / unclear","Price / cost-effectiveness","Earlier ICER around SEK 7.7–11.7M/QALY for F/MF in 2021; final ICER not public after agreement","High lifetime budget impact; survival and QoL extrapolation","At least one F508del; specialist CF care","Strong example of price-driven reversal after side agreement",,"Primary xlsx database",37,TRUE,TRUE,7700000,11700000,"range (earlier 2021 estimate for F/MF; final ICER confidential after agreement)","Small molecule",1,,2021-07-01,2020-08-21,0.85968514715948,"ok"
"Kaftrio","Elexacaftor/Tezacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Denmark","Other / unclassified process","Medicinrådet/Amgros framework","Reimbursed / introduced","Positive","Broad","N/A",2020,"2020–2021 baseline; later pediatric expansions","Best supportive care / no active treatment","BSC / previous CFTR modulators","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","not public","Budget impact, long-term durability","At least one F508del; CF specialist centres",,"Denmark used portfolio-style agreement; important pivot code = “portfolio MEA”","Primary xlsx database",37,TRUE,TRUE,,,,"Small molecule",1,,2020-07-01,2020-08-21,-0.139630390143737,"negative (HTA before MA — check dates)"
"Kaftrio","Elexacaftor/Tezacaftor/Ivacaftor","Cystic fibrosis","Vertex Pharmaceuticals (Ireland) Limited","Vertex Pharmaceuticals","Small molecule (CFTR modulator)","Pulmonology",,"Norway","Other / unclassified process","Nye Metoder / DMP + Sykehusinnkjøp","Introduced after price negotiation","Positive","Broad","N/A",2022,"25/04/2022; 2–6 extension 27/05/2024, use from 01/07/2024","Best supportive care / no active treatment","BSC; earlier modulators by genotype","Not specified / unclear","Price / cost-effectiveness","Not calculated for 2024 extension; prior CE confidential/redacted","Long-term survival, transplant avoidance, budget impact","At least one F508del; age ≥2 after extension",,"Strong managed-entry success after price negotiation","Primary xlsx database",37,TRUE,TRUE,,,,"Small molecule",1,,2022-07-01,2020-08-21,1.8590006844627,"ok"
"Brineura","Cerliponase alfa","CLN2 disease","BioMarin International Romford Limited","BioMarin","Enzyme replacement therapy","Neurology (metabolic)","Ultra-severe (immediately life-threatening)","Sweden","Managed introduction / price negotiation","NT-rådet / Samverkan Läkemedel hospital-drug managed introduction","Restricted positive","Restricted Positive","Restricted","N/A",2018,"2018","Best supportive care / no active treatment","BSC / natural history cohort","Not specified / unclear","Clinical evidence uncertainty","ICER/net price not public; international ICERs extremely high before rebates","Single-arm evidence; long-term durability; blindness not prevented","Genetically confirmed CLN2; residual motor-language function; specialist centres only","Access justified by ultra-severe disease and no alternatives; confidential regional risk-sharing agreement",,"Primary xlsx database",38,TRUE,TRUE,,,"not public; international ICERs reported as extremely high pre-rebate","Enzyme replacement therapy",1,,2018-07-01,2017-05-30,1.08692676249144,"ok"
"Brineura","Cerliponase alfa","CLN2 disease","BioMarin International Romford Limited","BioMarin","Enzyme replacement therapy","Neurology (metabolic)","Ultra-severe (immediately life-threatening)","Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Restricted positive after price negotiation","Restricted Positive","Restricted","Price/Cost-effectiveness",2018,"2018–2019","Best supportive care / no active treatment","BSC / natural history cohort","Not specified / unclear","Clinical evidence uncertainty + Comparator/positioning issue + Price / cost-effectiveness","ICER and Amgros price not public","No direct comparator; long-term cognitive and survival uncertainty","Confirmed TPP1/CLN2; residual function; centralized to Rigshospitalet","Initial price barrier; access enabled only after confidential commercial agreement",,"Primary xlsx database",38,TRUE,TRUE,,,,"Enzyme replacement therapy",1,,2018-07-01,2017-05-30,1.08692676249144,"ok"
"Brineura","Cerliponase alfa","CLN2 disease","BioMarin International Romford Limited","BioMarin","Enzyme replacement therapy","Neurology (metabolic)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Nye Metoder / DMP assessment + Beslutningsforum","Rejected → restricted access after negotiation","Restricted Positive","Restricted","Price/Cost-effectiveness",2021,"Rejected 25/10/2021; later restricted negotiated access","Best supportive care / no active treatment","BSC / natural history cohort","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Annual cost approx. NOK 7.9M/patient at list price; ICER redacted","Historical-control evidence; long-term survival uncertainty","Specialist delivery at Oslo University Hospital; registry/stopping rules","Important coding: not clean positive; price-driven rejection followed by restricted negotiated access",,"Primary xlsx database",38,TRUE,TRUE,,,,"Enzyme replacement therapy",1,,2021-07-01,2017-05-30,4.08761122518823,"ok"
"Translarna","Ataluren","Duchenne muscular dystrophy","PTC Therapeutics (Authorization Withdrawn)","PTC Therapeutics","Small molecule","Neuromuscular",,"Sweden","Managed introduction / price negotiation","TLV + NT-rådet national managed introduction and reassessment","Reimbursement withdrawn / Stop mandate","Withdrawn","Not Applicable","Administrative/Procedural",2025,"25-Apr-2025 (final NT-rådet stop); subvention already expired Jun-2022","Best supportive care / no active treatment","Best supportive care + corticosteroids","Not specified / unclear","Clinical evidence uncertainty","Historical ICER considered unacceptable; exact value confidential","Failure to confirm efficacy in post-authorisation studies; uncertainty regarding delay of disease progression","No new starts; treatment stopped following EMA withdrawal","Previously reimbursed under restricted framework; removed after negative efficacy review","Strong example of reimbursement reversal following regulatory withdrawal","Primary xlsx database",39,FALSE,TRUE,,,"historical ICER considered unacceptable, exact value confidential","Small molecule",0,,2025-07-01,2014-07-31,10.9185489390828,"long (>10 years)"
"Translarna","Ataluren","Duchenne muscular dystrophy","PTC Therapeutics (Authorization Withdrawn)","PTC Therapeutics","Small molecule","Neuromuscular",,"Denmark","Other / unclassified process","Medicinrådet hospital HTA","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2018,"2018-02-01 00:00:00","Best supportive care / no active treatment","Standard care / corticosteroids","Not specified / unclear","Not specified","ICER not disclosed; considered unacceptable","Lack of meaningful clinical benefit","No public reimbursement","Historical rejection maintained through EMA withdrawal","Denmark never broadly funded ataluren","Primary xlsx database",39,FALSE,TRUE,,,,"Small molecule",0,,2018-02-01,2014-07-31,3.50718685831622,"ok"
"Translarna","Ataluren","Duchenne muscular dystrophy","PTC Therapeutics (Authorization Withdrawn)","PTC Therapeutics","Small molecule","Neuromuscular",,"Norway","Full / standard HTA","Nye Metoder / DMP assessment","Not reimbursed","Negative","Not Applicable","Price/Cost-effectiveness",2025,"Archived following EMA withdrawal (2025)","Best supportive care / no active treatment","Best supportive care + corticosteroids","Not specified / unclear","Clinical evidence uncertainty","Economic analyses never supported reimbursement; values not public","Low-quality evidence and uncertain long-term benefit","No routine funding pathway","Never achieved systematic reimbursement","EMA withdrawal effectively closed remaining pathways","Primary xlsx database",39,FALSE,TRUE,,,,"Small molecule",0,,2025-07-01,2014-07-31,10.9185489390828,"long (>10 years)"
"Elevidys","Delandistrogene moxeparvovec","Duchenne muscular dystrophy","Sarepta / Roche (Not Approved)","Roche","Gene therapy (in vivo AAV)","Neuromuscular",,"Sweden","Other / unclassified process","TLV + NT-rådet ongoing assessment","Pending / Under evaluation","Ongoing/Pending","Not Applicable","N/A",2026,"No final decision (June 2026)","Other / mixed comparator","Standard corticosteroid therapy","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","No public ICER available; assessment ongoing","Durability of micro-dystrophin expression; long-term functional benefit; surrogate endpoint validity","Intended for ambulatory DMD patients within approved age range","Active HTA process","High-cost gene therapy with major budget impact concerns","Primary xlsx database",40,FALSE,TRUE,,,"no public ICER; assessment ongoing","Gene therapy",0,,2026-07-01,,,"missing"
"Elevidys","Delandistrogene moxeparvovec","Duchenne muscular dystrophy","Sarepta / Roche (Not Approved)","Roche","Gene therapy (in vivo AAV)","Neuromuscular",,"Denmark","Full / standard HTA","Medicinrådet assessment","Withdrawn","Withdrawn","Not Applicable","Administrative/Procedural",2025,"2025-08-01 00:00:00","Best supportive care / no active treatment","Standard care / corticosteroids","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty","No ICER calculated","Long-term efficacy and durability","No reimbursement pathway active","Roche withdrew dossier; remains under horizon scanning","Important to code as “withdrawn”, not “rejected”","Primary xlsx database",40,FALSE,TRUE,,,,"Gene therapy",0,,2025-08-01,,,"missing"
"Elevidys","Delandistrogene moxeparvovec","Duchenne muscular dystrophy","Sarepta / Roche (Not Approved)","Roche","Gene therapy (in vivo AAV)","Neuromuscular",,"Norway","Full / standard HTA","Nye Metoder / DMP assessment","Pending / Under evaluation","Ongoing/Pending","Not Applicable","N/A",2026,"No final decision (June 2026)","Other / mixed comparator","Standard corticosteroid therapy","Not specified / unclear","Clinical evidence uncertainty","No public ICER available","Long-term durability; surrogate biomarker validity; functional outcomes","Intended ambulatory DMD population","Formal assessment remains active","Norway appears to be conducting full economic evaluation","Primary xlsx database",40,FALSE,TRUE,,,,"Gene therapy",0,,2026-07-01,,,"missing"
"Skyclarys","Omaveloxolone","Friedreich ataxia","Biogen Sweden B.V.","Biogen","Small molecule (Nrf2 activator)","Neurology (neurodegenerative)",,"Sweden","Joint Nordic HTA (FINOSE/JNHB)","TLV outpatient benefits assessment; JNHB assessment existed but TLV states the JNHB report was not the decision basis because national criteria were not met","Rejected / not included in high-cost protection","Negative","Not Applicable","Price/Cost-effectiveness",2024,"2024-12-12 00:00:00","Best supportive care / no active treatment","Best supportive care / no add-on to BSC","Not specified / unclear","Price / cost-effectiveness","TLV rejected at requested price; Swedish AIP 274,450.91 SEK per 90 capsules; cost not reasonable despite very high severity","Long-term treatment effect, mortality extrapolation, HRQoL assumptions, mFARS-to-resource-use modelling","Adults/adolescents ≥16 with FA; no reimbursed access",,"Strong negative case: clinical benefit acknowledged but price too high even for very high severity","Primary xlsx database",41,FALSE,TRUE,,,"no ICER published; SEK 274,450.91 figure in source is the drug AIP (acquisition price) per 90 capsules, NOT an ICER - excluded","Small molecule",0,,2024-12-12,2024-02-09,0.840520191649555,"ok"
"Skyclarys","Omaveloxolone","Friedreich ataxia","Biogen Sweden B.V.","Biogen","Small molecule (Nrf2 activator)","Neurology (neurodegenerative)",,"Denmark","Joint Nordic HTA (FINOSE/JNHB)","JNHB joint report + Danish Medicinrådet appendix + Amgros negotiation","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2025,"2025-01-29 00:00:00","Best supportive care / no active treatment","BSC","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","JNHB base cases: 22 and 52 million DKK/QALY; drug cost 1.8 million DKK/year; Amgros negotiated price redacted","Effect based on short RCT + non-randomized OLE/FA-COMS comparison; uncertain long-term effect and utility mapping","Adults/adolescents ≥16 with FA; no routine public use after negative recommendation",,"Key JNHB negative-access example; discount insufficient to overcome ICER/uncertainty","Primary xlsx database",41,FALSE,TRUE,,,,"Small molecule",0,,2025-01-29,2024-02-09,0.971937029431896,"ok"
"Skyclarys","Omaveloxolone","Friedreich ataxia","Biogen Sweden B.V.","Biogen","Small molecule (Nrf2 activator)","Neurology (neurodegenerative)",,"Norway","Joint Nordic HTA (FINOSE/JNHB)","Nye Metoder / DMP national appendix to JNHB + Sykehusinnkjøp price note","Not introduced","Negative","Not Applicable","Price/Cost-effectiveness",2025,"2025-04-28 00:00:00","Best supportive care / no active treatment","Standard supportive care","Not specified / unclear","Not specified","Max AUP ICER approx. 35m NOK/QALY and 84m NOK/QALY; annual max AUP 4.26m NOK; budget impact approx. 83m NOK for ~30 patients","Long-term disease-modifying effect, mortality and HRQoL modelling, external data assumptions","Adults/adolescents ≥16 with FA; not funded in specialist health service","Severe disease recognized; APT approx. 32 QALYs, but QALY gain too small for ultra-rare exception criteria",,"Primary xlsx database",41,FALSE,TRUE,,,,"Small molecule",0,,2025-04-28,2024-02-09,1.21560574948665,"ok"
"Pombiliti","Cipaglucosidase alfa","Pompe disease","Amicus Therapeutics Europe Limited","Amicus Therapeutics","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Sweden","Other / unclassified process","TLV health-economic assessment requested by NT-rådet for clinic drug","Unable to complete / no recommendation","Not Evaluated","Not Applicable","Administrative/Procedural",2023,"2023-10-30 00:00:00","Best supportive care / no active treatment","TLV: BSC/no add-on; company proposed Myozyme","Not specified / unclear","Administrative/procedural + Comparator/positioning issue + Price / cost-effectiveness","No ICER; TLV could not assess cost-effectiveness; annual drug cost approx. SEK 4.1M for 70 kg patient","No evidence versus TLV’s relevant comparator; PROPEL did not prove superiority vs Myozyme","Adults with LOPD; specialist use only; no national start/stop criteria published","Key case of “documentation failure”: TLV rejected Myozyme as relevant comparator because it had no TLV/NT-rådet cost-effectiveness basis",,"Primary xlsx database",42,FALSE,FALSE,,,"no ICER - TLV could not assess cost-effectiveness","Enzyme replacement therapy",1,,2023-10-30,2023-03-20,0.613278576317591,"ok"
"Pombiliti","Cipaglucosidase alfa","Pompe disease","Amicus Therapeutics Europe Limited","Amicus Therapeutics","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Denmark","Managed introduction / price negotiation","Medicinrådet treatment guideline/evidence review + Amgros tendering","Recommended / 1st choice within clinically equal ERT class","Positive","Broad","N/A",2025,"20/10/2025; effective 01/03/2026","Other / mixed comparator","Myozyme and Nexviadyme","Not specified / unclear","Price / cost-effectiveness","Cost-minimization logic; ICER not central; ranked by total 24-month treatment costs","Long-term comparative differentiation between ERTs; clinical equivalence rather than superiority","Adults with LOPD; use within specialist Pompe care; switch decisions guided by guideline","Pombiliti + Opfolda is 1st choice for at least 90% of new LOPD patients because clinically equal drugs are ranked by cost",,"Primary xlsx database",42,TRUE,TRUE,,,,"Enzyme replacement therapy",1,,2025-07-01,2023-03-20,2.28336755646817,"ok"
